User_ID,Age,Gender,Occupation,Game_Type,Daily_Gaming_Hours,Weekly_Gaming_Hours,Primary_Gaming_Time,Sleep_Hours,Stress_Level,Focus_Level,Academic_or_Work_Score,Productivity_Level,Performance_Impact
U0596,35,Female,Working Professional,Simulation,0.6,4.2,Evening,8.5,5,6,79,75,Positive
U0597,30,Male,Student,Casual,5.8,40.6,Night,4.6,7,3,76,71,Negative
U0598,20,Male,Student,Sports,3.4,23.8,Night,8.3,4,8,92,90,Neutral
U0599,23,Male,Working Professional,Action,0.6,4.2,Evening,8.1,2,4,63,58,Positive
U0600,33,Male,Student,Strategy,3.9,27.3,Evening,7.8,3,9,61,57,Neutral
U0601,35,Male,Working Professional,Strategy,2.4,16.8,Morning,7.8,8,5,62,67,Neutral
U0602,23,Female,Student,Sports,3.8,26.6,Morning,5.8,3,5,64,65,Neutral
U0603,30,Male,Student,Sports,5.6,39.2,Morning,4.7,3,9,95,99,Negative
U0604,31,Female,Student,Strategy,0.5,3.5,Morning,5.2,3,8,92,91,Neutral
U0605,19,Male,Working Professional,Simulation,4.0,28.0,Morning,6.6,8,4,66,70,Neutral
U0606,25,Male,Student,Simulation,3.9,27.3,Morning,7.6,7,6,55,58,Neutral
U0607,24,Female,Student,Strategy,3.9,27.3,Morning,8.0,5,6,95,100,Neutral
U0608,19,Male,Working Professional,Puzzle,4.9,34.3,Morning,7.2,9,6,66,63,Neutral
U0609,35,Male,Student,Action,2.9,20.3,Evening,5.8,9,3,61,56,Neutral
U0610,28,Female,Student,Casual,3.3,23.1,Night,4.8,5,8,83,87,Neutral
U0611,25,Female,Student,Sports,5.4,37.8,Morning,5.4,3,5,69,65,Negative
U0612,32,Male,Working Professional,Puzzle,0.9,6.3,Morning,6.8,2,6,64,62,Neutral
U0613,22,Male,Student,Puzzle,3.0,21.0,Morning,5.3,7,5,67,67,Neutral
U0614,27,Male,Student,Simulation,1.1,7.7,Night,6.4,8,4,76,74,Neutral
U0615,33,Female,Working Professional,Action,5.2,36.4,Night,4.8,9,9,68,72,Negative
U0616,25,Male,Student,Sports,2.9,20.3,Morning,8.0,5,5,82,86,Neutral
U0617,33,Male,Working Professional,Sports,0.7,4.9,Morning,6.4,2,6,88,89,Neutral
U0618,27,Male,Student,Action,1.0,7.0,Evening,7.5,8,4,63,63,Positive
U0619,18,Female,Working Professional,Strategy,4.2,29.4,Night,5.1,9,9,91,95,Negative
U0620,18,Male,Working Professional,Casual,2.7,18.9,Evening,7.7,7,8,84,89,Neutral
U0621,24,Male,Working Professional,Casual,3.4,23.8,Morning,5.7,6,8,94,97,Neutral
U0622,29,Female,Student,Puzzle,3.3,23.1,Evening,8.1,7,3,62,63,Neutral
U0623,28,Male,Student,Casual,1.5,10.5,Evening,6.7,3,7,68,65,Neutral
U0624,29,Female,Working Professional,Puzzle,4.6,32.2,Morning,7.5,5,9,69,69,Neutral
U0625,33,Female,Working Professional,Simulation,0.8,5.6,Evening,5.9,9,7,88,84,Neutral
U0626,20,Female,Student,Puzzle,4.9,34.3,Morning,8.3,3,4,84,80,Neutral
U0627,34,Male,Working Professional,Sports,1.1,7.7,Night,5.6,4,6,64,62,Neutral
U0628,18,Female,Student,Action,3.5,24.5,Morning,5.0,7,6,83,88,Neutral
U0629,28,Female,Working Professional,Sports,5.3,37.1,Evening,5.4,7,6,92,92,Negative
U0630,33,Female,Working Professional,Action,3.6,25.2,Morning,8.1,6,4,71,69,Neutral
U0631,27,Male,Student,Casual,2.4,16.8,Night,6.3,4,7,65,68,Neutral
U0632,28,Male,Working Professional,Puzzle,5.5,38.5,Evening,7.7,4,4,62,57,Neutral
U0633,22,Female,Working Professional,Simulation,1.5,10.5,Morning,6.7,2,8,75,75,Neutral
U0634,32,Female,Student,Action,3.4,23.8,Night,5.0,2,6,86,83,Neutral
U0635,22,Female,Working Professional,Casual,3.5,24.5,Morning,6.5,6,6,73,77,Neutral
U0636,27,Male,Working Professional,Simulation,4.5,31.5,Morning,8.1,4,8,90,86,Neutral
U0637,34,Male,Working Professional,Strategy,3.0,21.0,Morning,4.9,2,7,67,71,Neutral
U0638,33,Female,Student,Casual,1.0,7.0,Evening,7.9,3,7,80,78,Positive
U0639,18,Female,Working Professional,Puzzle,2.7,18.9,Evening,7.4,8,5,79,79,Neutral
U0640,32,Female,Student,Casual,5.9,41.3,Evening,8.0,3,4,83,84,Neutral
U0641,33,Female,Student,Simulation,4.5,31.5,Evening,6.2,3,4,68,67,Neutral
U0642,32,Male,Student,Strategy,1.0,7.0,Evening,6.1,6,6,66,69,Neutral
U0643,33,Female,Student,Action,2.1,14.7,Morning,6.5,6,9,92,91,Neutral
U0644,23,Female,Student,Action,1.3,9.1,Morning,5.7,9,3,73,74,Neutral
U0645,33,Female,Working Professional,Casual,4.7,32.9,Night,6.5,3,7,78,82,Neutral
U0646,18,Female,Student,Simulation,3.1,21.7,Morning,7.3,3,5,87,91,Neutral
U0647,26,Female,Working Professional,Casual,1.3,9.1,Evening,6.3,4,5,65,60,Neutral
U0648,23,Male,Student,Simulation,0.8,5.6,Evening,5.7,3,7,67,72,Neutral
U0649,35,Female,Student,Action,5.3,37.1,Morning,7.8,6,5,78,74,Neutral
U0650,21,Male,Student,Simulation,3.3,23.1,Morning,6.0,9,6,76,73,Neutral
U0651,21,Male,Student,Sports,5.1,35.7,Evening,7.7,3,6,84,80,Neutral
U0652,23,Female,Student,Casual,2.2,15.4,Morning,6.0,9,7,88,88,Neutral
U0653,22,Male,Student,Action,1.7,11.9,Evening,7.9,4,8,69,68,Positive
U0654,19,Male,Student,Action,4.3,30.1,Night,7.6,3,3,85,86,Neutral
U0655,27,Male,Student,Action,3.3,23.1,Night,4.7,3,5,57,53,Neutral
U0656,20,Male,Working Professional,Simulation,1.6,11.2,Evening,8.1,4,8,77,72,Positive
U0657,21,Male,Student,Casual,2.4,16.8,Morning,7.9,5,7,91,87,Neutral
U0658,34,Female,Working Professional,Casual,5.8,40.6,Night,5.2,2,8,61,59,Negative
U0659,31,Male,Student,Sports,1.5,10.5,Morning,7.2,3,4,77,78,Positive
U0660,33,Female,Working Professional,Simulation,4.7,32.9,Night,5.8,9,3,88,85,Negative
U0661,27,Female,Student,Simulation,0.7,4.9,Evening,5.8,3,6,73,75,Neutral
U0662,29,Male,Student,Casual,2.1,14.7,Evening,7.9,5,9,59,61,Neutral
U0663,30,Male,Student,Action,4.2,29.4,Evening,6.1,3,3,64,65,Neutral
U0664,33,Female,Working Professional,Casual,5.9,41.3,Evening,5.9,8,3,69,70,Negative
U0665,22,Female,Student,Action,2.5,17.5,Evening,7.2,8,6,87,86,Neutral
U0666,20,Female,Student,Strategy,3.2,22.4,Evening,5.4,4,3,61,56,Neutral
U0667,20,Female,Working Professional,Strategy,3.8,26.6,Evening,5.8,6,7,94,90,Neutral
U0668,35,Male,Student,Sports,4.1,28.7,Morning,6.5,6,7,76,79,Neutral
U0669,19,Male,Working Professional,Casual,2.6,18.2,Morning,5.8,8,6,84,79,Neutral
U0670,33,Female,Working Professional,Simulation,3.2,22.4,Morning,5.0,8,6,62,66,Neutral
U0671,29,Female,Working Professional,Action,3.3,23.1,Morning,6.1,9,7,79,83,Neutral
U0672,28,Female,Student,Sports,3.7,25.9,Evening,5.0,7,5,92,87,Neutral
U0673,25,Female,Student,Casual,6.0,42.0,Morning,6.1,2,8,70,68,Neutral
U0674,19,Female,Working Professional,Simulation,5.3,37.1,Night,5.0,4,3,89,89,Negative
U0675,30,Female,Working Professional,Simulation,5.5,38.5,Morning,5.6,9,7,56,56,Negative
U0676,28,Male,Working Professional,Puzzle,4.9,34.3,Evening,4.9,5,5,86,89,Negative
U0677,27,Female,Student,Puzzle,1.6,11.2,Night,7.0,3,9,89,87,Positive
U0678,28,Female,Student,Simulation,2.7,18.9,Night,5.4,3,8,92,88,Neutral
U0679,27,Female,Working Professional,Strategy,3.1,21.7,Evening,5.3,3,8,74,77,Neutral
U0680,18,Male,Working Professional,Strategy,2.7,18.9,Night,7.0,9,8,90,87,Neutral
U0681,31,Male,Student,Puzzle,5.8,40.6,Evening,7.5,9,5,95,98,Neutral
U0682,28,Male,Student,Sports,1.3,9.1,Evening,5.1,6,9,82,83,Neutral
U0683,30,Male,Student,Strategy,5.0,35.0,Morning,7.1,6,8,93,91,Neutral
U0684,31,Female,Student,Strategy,0.7,4.9,Morning,7.7,6,6,86,89,Positive
U0685,19,Female,Student,Action,2.0,14.0,Morning,4.6,6,8,90,87,Neutral
U0686,20,Female,Student,Strategy,2.2,15.4,Morning,5.7,3,6,78,83,Neutral
U0687,26,Female,Student,Strategy,3.6,25.2,Night,6.5,3,7,92,95,Neutral
U0688,25,Female,Student,Strategy,1.2,8.4,Morning,7.7,7,9,92,93,Positive
U0689,19,Female,Working Professional,Casual,1.5,10.5,Morning,8.4,9,6,71,75,Positive
U0690,33,Female,Working Professional,Action,2.2,15.4,Night,6.2,5,5,64,64,Neutral
U0691,35,Female,Working Professional,Casual,5.8,40.6,Night,6.9,2,8,70,69,Neutral
U0692,30,Male,Working Professional,Puzzle,2.5,17.5,Evening,7.7,3,7,70,72,Neutral
U0693,32,Female,Working Professional,Action,1.0,7.0,Evening,7.8,5,5,68,65,Positive
U0694,31,Male,Student,Casual,5.3,37.1,Evening,7.8,9,6,81,81,Neutral
U0695,23,Female,Student,Action,3.3,23.1,Evening,5.9,7,6,56,51,Neutral
U0696,34,Male,Working Professional,Puzzle,1.6,11.2,Evening,5.7,3,3,65,63,Neutral
U0697,27,Male,Student,Sports,3.1,21.7,Evening,7.4,6,4,92,92,Neutral
U0698,25,Male,Working Professional,Strategy,1.5,10.5,Evening,8.0,5,3,56,59,Positive
U0699,26,Male,Student,Puzzle,4.4,30.8,Morning,5.2,8,7,82,86,Negative
U0700,33,Male,Student,Casual,5.7,39.9,Morning,5.0,8,9,84,89,Negative
U0701,22,Female,Student,Simulation,1.5,10.5,Morning,7.9,6,5,86,87,Positive
U0702,22,Male,Working Professional,Puzzle,6.0,42.0,Morning,5.6,5,6,66,67,Negative
U0703,18,Female,Student,Puzzle,3.9,27.3,Night,8.1,7,7,84,80,Neutral
U0704,26,Male,Student,Simulation,2.7,18.9,Morning,5.3,8,8,82,86,Neutral
U0705,19,Male,Working Professional,Simulation,0.8,5.6,Night,8.2,9,5,93,98,Positive
U0706,23,Female,Student,Simulation,2.6,18.2,Evening,8.4,7,4,90,85,Neutral
U0707,31,Male,Working Professional,Action,5.6,39.2,Evening,8.0,4,3,75,78,Neutral
U0708,27,Female,Working Professional,Simulation,0.7,4.9,Evening,5.0,6,8,78,79,Neutral
U0709,32,Male,Student,Strategy,2.9,20.3,Morning,5.2,9,9,64,67,Neutral
U0710,21,Female,Student,Sports,1.8,12.6,Evening,4.6,6,4,84,85,Neutral
U0711,21,Female,Student,Strategy,5.9,41.3,Evening,6.7,9,6,62,59,Neutral
U0712,18,Male,Working Professional,Action,1.5,10.5,Morning,5.2,6,7,92,90,Neutral
U0713,21,Female,Working Professional,Simulation,4.7,32.9,Morning,7.2,7,3,73,78,Neutral
U0714,26,Male,Working Professional,Action,5.1,35.7,Night,5.1,3,6,85,87,Negative
U0715,27,Female,Student,Casual,3.9,27.3,Morning,6.3,4,4,58,63,Neutral
U0716,25,Female,Student,Action,3.5,24.5,Morning,6.9,3,6,71,68,Neutral
U0717,27,Female,Working Professional,Casual,1.4,9.8,Evening,7.6,6,8,64,60,Positive
U0718,34,Male,Working Professional,Sports,5.5,38.5,Evening,6.9,7,8,61,61,Neutral
U0719,23,Female,Working Professional,Action,3.1,21.7,Morning,6.8,8,3,82,82,Neutral
U0720,34,Male,Working Professional,Sports,3.3,23.1,Evening,8.4,5,8,64,66,Neutral
U0721,27,Male,Working Professional,Puzzle,0.9,6.3,Night,7.7,6,4,63,68,Positive
U0722,31,Female,Student,Sports,0.8,5.6,Night,4.8,2,7,61,64,Neutral
U0723,34,Male,Student,Casual,4.5,31.5,Night,7.8,7,5,92,88,Neutral
U0724,27,Female,Working Professional,Casual,3.0,21.0,Evening,7.6,8,3,60,61,Neutral
U0725,26,Male,Working Professional,Simulation,3.9,27.3,Morning,5.6,4,4,66,62,Neutral
U0726,30,Female,Working Professional,Simulation,0.5,3.5,Night,5.0,4,8,85,87,Neutral
U0727,22,Male,Student,Strategy,2.5,17.5,Morning,7.2,8,9,74,70,Neutral
U0728,33,Male,Student,Sports,5.0,35.0,Night,7.3,5,9,56,54,Neutral
U0729,33,Female,Student,Action,5.2,36.4,Morning,6.7,3,5,84,81,Neutral
U0730,32,Male,Student,Puzzle,5.5,38.5,Night,7.5,9,6,85,80,Neutral
U0731,31,Female,Working Professional,Casual,5.1,35.7,Night,6.1,7,3,61,66,Neutral
U0732,33,Female,Student,Casual,3.8,26.6,Morning,6.7,6,3,86,87,Neutral
U0733,31,Female,Student,Sports,3.4,23.8,Night,6.2,7,7,59,58,Neutral
U0734,24,Female,Working Professional,Sports,5.7,39.9,Morning,5.9,8,3,65,64,Negative
U0735,27,Female,Working Professional,Casual,3.3,23.1,Night,6.9,7,7,84,81,Neutral
U0736,20,Female,Student,Strategy,4.5,31.5,Morning,7.7,4,7,68,67,Neutral
U0737,24,Male,Student,Puzzle,1.4,9.8,Evening,6.5,8,6,74,72,Neutral
U0738,31,Male,Student,Action,2.5,17.5,Night,5.1,2,9,59,59,Neutral
U0739,35,Female,Student,Casual,1.7,11.9,Night,5.5,7,9,77,72,Neutral
U0740,21,Male,Student,Simulation,3.8,26.6,Morning,4.9,2,6,84,80,Neutral
U0741,32,Female,Student,Strategy,1.4,9.8,Night,5.0,5,5,65,64,Neutral
U0742,31,Male,Student,Sports,2.5,17.5,Evening,7.8,3,9,67,69,Neutral
U0743,25,Male,Working Professional,Strategy,2.1,14.7,Morning,5.2,6,5,81,81,Neutral
U0744,29,Male,Working Professional,Strategy,4.9,34.3,Morning,6.2,8,6,88,93,Neutral
U0745,30,Male,Working Professional,Action,4.4,30.8,Evening,6.6,3,3,76,76,Neutral
U0746,34,Female,Working Professional,Sports,4.7,32.9,Night,7.1,4,7,58,63,Neutral
U0747,34,Male,Working Professional,Sports,4.4,30.8,Night,8.0,7,5,55,54,Neutral
U0748,30,Male,Working Professional,Action,1.6,11.2,Morning,6.7,9,8,77,82,Neutral
U0749,24,Male,Working Professional,Simulation,3.5,24.5,Evening,6.1,4,7,89,88,Neutral
U0750,26,Male,Working Professional,Casual,4.7,32.9,Evening,5.1,2,9,89,93,Negative
U0751,34,Female,Student,Action,5.9,41.3,Night,4.9,2,9,78,77,Negative
U0752,35,Male,Working Professional,Puzzle,5.7,39.9,Evening,6.3,2,6,76,74,Neutral
U0753,25,Male,Working Professional,Simulation,4.2,29.4,Night,7.8,4,8,79,82,Neutral
U0754,31,Male,Student,Action,1.6,11.2,Evening,7.6,9,3,64,65,Positive
U0755,34,Female,Working Professional,Puzzle,5.4,37.8,Night,6.4,9,3,78,83,Neutral
U0756,23,Male,Student,Sports,3.2,22.4,Night,6.2,9,8,86,87,Neutral
U0757,33,Male,Student,Simulation,3.0,21.0,Evening,8.4,3,8,68,70,Neutral
U0758,27,Male,Student,Action,5.6,39.2,Evening,5.0,8,3,62,62,Negative
U0759,22,Female,Student,Puzzle,2.2,15.4,Evening,6.0,6,6,56,53,Neutral
U0760,29,Male,Student,Sports,1.7,11.9,Evening,7.8,9,3,62,65,Positive
U0761,22,Male,Working Professional,Sports,3.7,25.9,Night,6.8,7,9,79,81,Neutral
U0762,31,Female,Student,Sports,3.0,21.0,Evening,8.0,7,3,94,99,Neutral
U0763,20,Male,Student,Simulation,3.5,24.5,Night,8.3,9,8,72,77,Neutral
U0764,24,Male,Student,Sports,4.9,34.3,Night,7.3,3,8,90,86,Neutral
U0765,25,Female,Student,Simulation,5.4,37.8,Night,5.0,4,3,72,70,Negative
U0766,31,Male,Working Professional,Action,2.3,16.1,Night,6.9,9,9,56,56,Neutral
U0767,27,Male,Student,Puzzle,2.2,15.4,Morning,5.5,3,3,89,86,Neutral
U0768,23,Male,Student,Puzzle,1.3,9.1,Evening,8.3,4,3,94,94,Positive
U0769,19,Male,Student,Simulation,1.0,7.0,Night,5.1,7,5,79,75,Neutral
U0770,28,Female,Working Professional,Action,1.8,12.6,Evening,6.5,8,3,72,67,Neutral
U0771,21,Male,Student,Puzzle,0.7,4.9,Night,7.0,2,5,90,94,Positive
U0772,35,Male,Student,Simulation,2.7,18.9,Evening,4.8,5,9,64,64,Neutral
U0773,27,Male,Student,Action,5.8,40.6,Evening,6.7,2,3,84,88,Neutral
U0774,34,Female,Student,Strategy,2.0,14.0,Night,5.5,8,5,95,93,Neutral
U0775,35,Female,Working Professional,Strategy,3.4,23.8,Night,4.8,3,6,62,59,Neutral
U0776,26,Male,Working Professional,Puzzle,3.3,23.1,Morning,7.7,7,8,71,73,Neutral
U0777,18,Female,Student,Action,3.0,21.0,Night,6.9,2,8,63,68,Neutral
U0778,20,Male,Student,Casual,1.5,10.5,Evening,6.7,9,9,80,83,Neutral
U0779,30,Male,Student,Action,4.2,29.4,Evening,5.9,8,9,93,93,Negative
U0780,29,Male,Student,Simulation,2.5,17.5,Night,5.3,2,4,56,55,Neutral
U0781,26,Female,Student,Action,2.2,15.4,Morning,7.4,5,6,78,73,Neutral
U0782,34,Female,Student,Simulation,5.9,41.3,Morning,7.1,3,9,72,76,Neutral
U0783,20,Male,Working Professional,Simulation,4.1,28.7,Morning,6.8,4,3,92,89,Neutral
U0784,35,Female,Working Professional,Action,5.3,37.1,Evening,7.4,6,4,56,61,Neutral
U0785,31,Female,Student,Casual,4.0,28.0,Night,8.3,2,9,75,76,Neutral
U0786,26,Female,Working Professional,Puzzle,3.1,21.7,Morning,5.9,2,8,69,64,Neutral
U0787,20,Male,Student,Strategy,2.7,18.9,Evening,5.8,2,8,69,70,Neutral
U0788,18,Female,Working Professional,Strategy,2.2,15.4,Morning,7.0,3,3,85,86,Neutral
U0789,25,Male,Working Professional,Action,3.1,21.7,Night,8.3,2,9,76,79,Neutral
U0790,20,Male,Student,Sports,3.0,21.0,Morning,5.0,2,3,79,79,Neutral
U0791,19,Female,Working Professional,Sports,2.2,15.4,Morning,7.0,3,3,58,61,Neutral
U0792,31,Male,Working Professional,Casual,3.9,27.3,Night,6.1,2,6,79,81,Neutral
U0793,21,Male,Student,Simulation,4.8,33.6,Morning,6.3,7,7,67,63,Neutral
U0794,32,Male,Student,Strategy,5.5,38.5,Morning,5.0,6,5,81,83,Negative
U0795,35,Male,Student,Sports,0.8,5.6,Evening,5.7,8,7,77,76,Neutral
U0796,22,Male,Student,Simulation,3.8,26.6,Night,5.7,2,7,92,97,Neutral
U0797,20,Female,Student,Casual,5.2,36.4,Evening,6.2,5,4,95,93,Neutral
U0798,28,Female,Working Professional,Puzzle,4.3,30.1,Morning,8.4,7,9,92,96,Neutral
U0799,25,Male,Working Professional,Simulation,1.1,7.7,Morning,8.0,2,6,69,64,Positive
U0800,30,Male,Student,Puzzle,1.8,12.6,Morning,7.4,7,9,79,77,Positive
U0801,24,Female,Student,Action,0.9,6.3,Morning,4.6,3,4,73,75,Neutral
U0802,35,Male,Student,Strategy,1.6,11.2,Morning,5.2,6,8,66,66,Neutral
U0803,21,Female,Student,Puzzle,1.5,10.5,Evening,5.5,3,3,63,64,Neutral
U0804,20,Male,Student,Strategy,1.8,12.6,Morning,7.7,4,7,94,95,Positive
U0805,25,Male,Student,Simulation,1.6,11.2,Evening,6.0,7,5,93,94,Neutral
U0806,34,Female,Student,Casual,4.8,33.6,Morning,5.8,2,8,72,69,Negative
U0807,34,Female,Working Professional,Simulation,4.8,33.6,Evening,7.7,3,4,87,88,Neutral
U0808,26,Female,Student,Strategy,1.5,10.5,Morning,7.3,9,8,86,88,Positive
U0809,31,Female,Student,Puzzle,5.4,37.8,Evening,6.3,5,6,68,67,Neutral
U0810,29,Male,Student,Sports,3.5,24.5,Night,5.0,3,5,83,86,Neutral
U0811,33,Female,Working Professional,Sports,3.9,27.3,Morning,6.2,9,6,81,81,Neutral
U0812,34,Male,Working Professional,Strategy,1.5,10.5,Morning,5.4,3,5,60,59,Neutral
U0813,28,Female,Working Professional,Casual,1.2,8.4,Night,5.9,5,5,67,72,Neutral
U0814,18,Female,Working Professional,Puzzle,5.1,35.7,Evening,5.3,4,9,89,88,Negative
U0815,30,Male,Student,Casual,5.7,39.9,Night,7.8,2,6,87,84,Neutral
U0816,20,Female,Student,Sports,1.7,11.9,Night,5.4,9,8,84,84,Neutral
U0817,22,Female,Student,Sports,2.8,19.6,Night,6.3,2,5,63,67,Neutral
U0818,27,Female,Student,Simulation,5.1,35.7,Morning,5.9,8,6,80,83,Negative
U0819,30,Female,Student,Sports,5.6,39.2,Morning,5.1,7,7,95,99,Negative
U0820,27,Male,Student,Action,3.4,23.8,Night,5.3,3,5,91,93,Neutral
U0821,20,Female,Working Professional,Strategy,3.5,24.5,Morning,4.6,9,3,66,64,Neutral
U0822,18,Male,Working Professional,Sports,2.1,14.7,Evening,6.6,9,3,78,81,Neutral
U0823,24,Male,Student,Puzzle,1.4,9.8,Evening,4.9,8,6,59,60,Neutral
U0824,24,Female,Working Professional,Strategy,5.0,35.0,Morning,7.2,4,7,91,90,Neutral
U0825,28,Female,Working Professional,Sports,6.0,42.0,Night,6.3,8,7,70,73,Neutral
U0826,23,Female,Student,Strategy,0.7,4.9,Night,4.9,9,5,74,75,Neutral
U0827,30,Male,Student,Strategy,4.5,31.5,Evening,6.3,4,8,91,87,Neutral
U0828,31,Male,Working Professional,Action,5.4,37.8,Morning,6.7,3,8,68,70,Neutral
U0829,24,Male,Working Professional,Action,3.3,23.1,Morning,7.6,8,6,65,64,Neutral
U0830,24,Female,Student,Action,4.0,28.0,Evening,7.2,9,6,76,77,Neutral
U0831,32,Male,Student,Simulation,1.1,7.7,Night,8.2,7,8,84,86,Positive
U0832,23,Male,Student,Strategy,1.8,12.6,Evening,8.3,4,6,72,69,Positive
U0833,26,Male,Working Professional,Puzzle,1.2,8.4,Morning,7.5,4,3,55,60,Positive
U0834,34,Male,Working Professional,Casual,1.7,11.9,Evening,4.6,5,6,58,63,Neutral
U0835,25,Female,Student,Strategy,2.9,20.3,Morning,6.9,2,9,79,77,Neutral
U0836,20,Male,Student,Casual,0.6,4.2,Morning,4.6,2,5,67,72,Neutral
U0837,35,Male,Student,Simulation,4.5,31.5,Evening,4.7,3,9,75,75,Negative
U0838,23,Male,Working Professional,Casual,5.7,39.9,Evening,5.0,5,3,77,77,Negative
U0839,29,Male,Student,Strategy,0.6,4.2,Evening,5.4,5,3,72,77,Neutral
U0840,23,Female,Student,Simulation,2.2,15.4,Evening,6.9,3,8,89,93,Neutral
U0841,28,Female,Student,Puzzle,5.9,41.3,Morning,7.3,4,5,66,71,Neutral
U0842,34,Male,Student,Action,3.8,26.6,Night,6.8,8,7,95,93,Neutral
U0843,20,Male,Student,Puzzle,4.7,32.9,Evening,5.0,5,8,82,80,Negative
U0844,32,Female,Student,Puzzle,2.1,14.7,Evening,5.1,5,8,57,55,Neutral
U0845,25,Female,Working Professional,Strategy,4.0,28.0,Morning,7.5,8,8,73,68,Neutral
U0846,30,Female,Student,Sports,3.5,24.5,Night,8.1,5,9,69,73,Neutral
U0847,22,Male,Student,Action,0.5,3.5,Morning,8.0,3,4,58,63,Positive
U0848,31,Female,Working Professional,Strategy,3.8,26.6,Night,7.8,5,4,87,83,Neutral
U0849,32,Male,Working Professional,Sports,1.6,11.2,Morning,6.2,5,5,73,77,Neutral
U0850,31,Female,Student,Sports,5.7,39.9,Morning,5.9,8,4,85,87,Negative
U0851,35,Male,Student,Puzzle,4.7,32.9,Evening,6.2,3,9,74,78,Neutral
U0852,20,Female,Student,Casual,3.1,21.7,Evening,6.3,8,7,93,95,Neutral
U0853,33,Female,Working Professional,Sports,1.6,11.2,Night,8.2,2,3,87,87,Positive
U0854,30,Male,Student,Sports,2.6,18.2,Evening,6.5,3,6,57,53,Neutral
U0855,29,Male,Working Professional,Sports,4.7,32.9,Night,7.5,7,7,86,91,Neutral
U0856,22,Female,Working Professional,Casual,1.9,13.3,Morning,6.4,7,8,56,61,Neutral
U0857,30,Female,Student,Simulation,1.9,13.3,Morning,6.9,4,3,62,58,Neutral
U0858,35,Female,Working Professional,Casual,5.3,37.1,Evening,5.2,8,5,74,77,Negative
U0859,29,Male,Working Professional,Casual,4.6,32.2,Morning,8.2,3,3,95,99,Neutral
U0860,18,Male,Student,Casual,5.6,39.2,Evening,6.1,6,3,65,67,Neutral
U0861,23,Male,Student,Sports,3.4,23.8,Morning,7.1,8,4,66,66,Neutral
U0862,23,Male,Working Professional,Sports,3.3,23.1,Evening,4.9,5,4,67,62,Neutral
U0863,30,Male,Working Professional,Action,3.9,27.3,Evening,7.0,4,3,73,69,Neutral
U0864,19,Female,Student,Casual,0.7,4.9,Night,5.4,9,8,61,56,Neutral
U0865,34,Female,Working Professional,Sports,4.8,33.6,Evening,4.7,5,7,55,56,Negative
U0866,30,Female,Student,Puzzle,3.8,26.6,Evening,5.8,7,5,70,70,Neutral
U0867,21,Female,Student,Puzzle,4.9,34.3,Evening,4.5,8,8,63,58,Negative
U0868,24,Male,Working Professional,Action,3.9,27.3,Night,7.1,9,7,81,86,Neutral
U0869,33,Female,Student,Puzzle,2.5,17.5,Evening,4.7,7,8,83,81,Neutral
U0870,27,Male,Student,Simulation,5.7,39.9,Night,8.3,9,8,61,62,Neutral
U0871,27,Female,Student,Sports,4.8,33.6,Morning,7.4,2,4,86,82,Neutral
U0872,20,Male,Working Professional,Casual,3.2,22.4,Morning,6.7,5,4,65,70,Neutral
U0873,26,Female,Student,Casual,1.4,9.8,Morning,8.2,8,9,72,70,Positive
U0874,20,Female,Working Professional,Casual,5.6,39.2,Night,7.0,9,3,76,74,Neutral
U0875,26,Male,Working Professional,Action,4.5,31.5,Morning,6.0,8,9,69,67,Neutral
U0876,29,Male,Working Professional,Sports,1.0,7.0,Night,7.5,5,8,62,66,Positive
U0877,28,Female,Student,Simulation,4.6,32.2,Night,5.7,5,9,79,80,Negative
U0878,28,Male,Working Professional,Strategy,3.8,26.6,Evening,5.4,8,3,89,91,Neutral
U0879,28,Female,Student,Puzzle,4.2,29.4,Night,5.1,6,4,57,61,Negative
U0880,19,Female,Student,Casual,3.7,25.9,Morning,7.0,5,6,73,74,Neutral
U0881,33,Female,Working Professional,Casual,5.2,36.4,Morning,8.2,5,8,58,55,Neutral
U0882,30,Female,Student,Simulation,6.0,42.0,Night,6.7,7,6,85,85,Neutral
U0883,21,Male,Working Professional,Simulation,2.1,14.7,Morning,7.3,5,8,90,91,Neutral
U0884,22,Female,Working Professional,Puzzle,5.2,36.4,Morning,7.3,9,8,65,69,Neutral
U0885,21,Male,Working Professional,Sports,1.7,11.9,Night,7.7,5,8,55,55,Positive
U0886,19,Male,Working Professional,Simulation,5.1,35.7,Evening,8.2,3,5,85,82,Neutral
U0887,25,Female,Working Professional,Puzzle,5.8,40.6,Night,7.0,8,4,57,53,Neutral
U0888,30,Female,Working Professional,Puzzle,3.8,26.6,Morning,5.2,8,9,60,62,Neutral
U0889,18,Female,Working Professional,Casual,1.2,8.4,Night,4.8,9,8,87,85,Neutral
U0890,22,Male,Working Professional,Action,1.0,7.0,Night,6.9,8,6,82,81,Neutral
U0891,35,Female,Student,Simulation,5.5,38.5,Night,7.7,4,6,56,57,Neutral
U0892,21,Male,Student,Action,3.5,24.5,Night,7.8,3,9,68,73,Neutral
U0893,23,Male,Working Professional,Action,3.0,21.0,Morning,5.8,2,4,91,89,Neutral
U0894,18,Male,Working Professional,Action,5.9,41.3,Night,6.5,7,7,65,66,Neutral
U0895,28,Female,Student,Casual,5.5,38.5,Morning,5.7,9,4,91,93,Negative
